id	timestamp	session_id	entity	propertes	suggestions	missing	overall	opinion
136	2014-05-20 11:50:13	be663b38204c85990ba70c5b810bb86b	Q2801	[{"id":"P721","label":"OKATO identifier"},{"id":"P646","label":"Freebase identifier"},{"id":"P473","label":"local dialing code"},{"id":"P163","label":"flag"},{"id":"P910","label":"topic's main category"},{"id":"P94","label":"coat of arms image"},{"id":"P373","label":"Commons category"},{"id":"P625","label":"coordinate location"},{"id":"P856","label":"official website"},{"id":"P17","label":"country"},{"id":"P18","label":"image"},{"id":"P764","label":"OKTMO identifier"},{"id":"P31","label":"instance of"},{"id":"P571","label":"date of foundation or creation"},{"id":"P41","label":"flag image"}]	[{"id":"P131","label":"is in the administrative-territorial entity","rating":1,"probability":0.23069046984116},{"id":"P132","label":"type of administrative entity","rating":1,"probability":0.12648352701217},{"id":"P242","label":"locator map image","rating":1,"probability":0.064926400019613},{"id":"P281","label":"postal code","rating":1,"probability":0.062337356041341},{"id":"P47","label":"shares border with","rating":1,"probability":0.056846937979572},{"id":"P421","label":"time zone","rating":1,"probability":0.056435881842238},{"id":"P214","label":"VIAF identifier","rating":-2,"probability":0.042523373712902}]	[]	2	
137	2014-05-20 11:50:54	be663b38204c85990ba70c5b810bb86b	Q4695	[{"id":"P646","label":"Freebase identifier"},{"id":"P735","label":"given name"},{"id":"P428","label":"botanist author abbreviation"},{"id":"P106","label":"occupation"},{"id":"P268","label":"BnF identifier"},{"id":"P213","label":"ISNI (ISO 27729)"},{"id":"P21","label":"sex or gender"},{"id":"P214","label":"VIAF identifier"},{"id":"P19","label":"place of birth"},{"id":"P31","label":"instance of"},{"id":"P20","label":"place of death"}]	[{"id":"P569","label":"date of birth","rating":1,"probability":0.23909795880318},{"id":"P27","label":"country of citizenship","rating":1,"probability":0.19864964117296},{"id":"P227","label":"GND identifier","rating":-2,"probability":0.18427428618073},{"id":"P570","label":"date of death","rating":1,"probability":0.17014415323734},{"id":"P244","label":"LCNAF identifier","rating":-2,"probability":0.16619780804962},{"id":"P373","label":"Commons category","rating":0,"probability":0.12723147630692},{"id":"P18","label":"image","rating":1,"probability":0.11236656781286}]	[]	2	
138	2014-05-20 11:51:52	be663b38204c85990ba70c5b810bb86b	Q2942	[{"id":"P439","label":"German municipality key"},{"id":"P242","label":"locator map image"},{"id":"P31","label":"instance of"},{"id":"P131","label":"is in the administrative-territorial entity"},{"id":"P473","label":"local dialing code"},{"id":"P395","label":"licence plate code"},{"id":"P910","label":"topic's main category"},{"id":"P132","label":"type of administrative entity"},{"id":"P94","label":"coat of arms image"},{"id":"P373","label":"Commons category"},{"id":"P646","label":"Freebase identifier"},{"id":"P281","label":"postal code"},{"id":"P625","label":"coordinate location"},{"id":"P17","label":"country"},{"id":"P998","label":"dmoz"},{"id":"P421","label":"time zone"},{"id":"P227","label":"GND identifier"}]	[{"id":"P47","label":"shares border with","rating":1,"probability":0.093311528592104},{"id":"P18","label":"image","rating":1,"probability":0.08222840034536},{"id":"P214","label":"VIAF identifier","rating":-2,"probability":0.060362902341045},{"id":"P1082","label":"population","rating":1,"probability":0.057631467313123},{"id":"P635","label":"ISTAT ID","rating":-1,"probability":0.055620538652875},{"id":"P806","label":"Italian cadastre code","rating":-1,"probability":0.055552364393537},{"id":"P374","label":"INSEE municipality code","rating":-2,"probability":0.050816471271641}]	[]	3	
139	2014-05-20 11:53:02	be663b38204c85990ba70c5b810bb86b	Q4028	[{"id":"P646","label":"Freebase identifier"},{"id":"P358","label":"discography"},{"id":"P434","label":"MusicBrainz artist ID"},{"id":"P214","label":"VIAF identifier"},{"id":"P18","label":"image"},{"id":"P19","label":"place of birth"},{"id":"P31","label":"instance of"},{"id":"P910","label":"topic's main category"},{"id":"P345","label":"IMDb identifier"},{"id":"P349","label":"NDL identifier"},{"id":"P373","label":"Commons category"},{"id":"P569","label":"date of birth"},{"id":"P244","label":"LCNAF identifier"},{"id":"P69","label":"alma mater"},{"id":"P106","label":"occupation"},{"id":"P268","label":"BnF identifier"},{"id":"P166","label":"award received"},{"id":"P227","label":"GND identifier"},{"id":"P27","label":"country of citizenship"},{"id":"P26","label":"spouse"},{"id":"P21","label":"sex or gender"},{"id":"P40","label":"child"}]	[{"id":"P570","label":"date of death","rating":1,"probability":0.098812129930593},{"id":"P213","label":"ISNI (ISO 27729)","rating":-2,"probability":0.097015197991053},{"id":"P20","label":"place of death","rating":1,"probability":0.089800187379856},{"id":"P269","label":"SUDOC authorities","rating":-2,"probability":0.044201189150604},{"id":"P17","label":"country","rating":-1,"probability":0.032640037553322},{"id":"P625","label":"coordinate location","rating":-1,"probability":0.031945703300992},{"id":"P22","label":"father","rating":1,"probability":0.025151674147659}]	[{"P103":"native language"},{"P25":"mother"}]	3	
140	2014-05-20 11:55:47	be663b38204c85990ba70c5b810bb86b	Q4561	[{"id":"P31","label":"instance of"},{"id":"P373","label":"Commons category"},{"id":"P301","label":"category's main topic"}]	[{"id":"P646","label":"Freebase identifier","rating":0,"probability":0.12900507911218},{"id":"P569","label":"date of birth","rating":-1,"probability":0.10752239626163},{"id":"P17","label":"country","rating":0,"probability":0.093850390599982},{"id":"P625","label":"coordinate location","rating":-1,"probability":0.087986139092209},{"id":"P21","label":"sex or gender","rating":-1,"probability":0.069748417917253},{"id":"P131","label":"is in the administrative-territorial entity","rating":-1,"probability":0.064545187502517},{"id":"P18","label":"image","rating":1,"probability":0.048497073539693}]	[{"P361":"part of"},{"P301":"category's main topic"},{"P971":"category combines topics"}]	5	
141	2014-05-20 11:57:08	be663b38204c85990ba70c5b810bb86b	Q515	[{"id":"P508","label":"BNCF Thesaurus"},{"id":"P349","label":"NDL identifier"},{"id":"P373","label":"Commons category"},{"id":"P279","label":"subclass of"},{"id":"P227","label":"GND identifier"},{"id":"P910","label":"topic's main category"}]	[{"id":"P31","label":"instance of","rating":1,"probability":0.3353517750899},{"id":"P646","label":"Freebase identifier","rating":0,"probability":0.32977955871158},{"id":"P214","label":"VIAF identifier","rating":-2,"probability":0.18503964247389},{"id":"P21","label":"sex or gender","rating":-1,"probability":0.14602948256975},{"id":"P569","label":"date of birth","rating":-1,"probability":0.10611318738019},{"id":"P244","label":"LCNAF identifier","rating":-2,"probability":0.10398065741174},{"id":"P19","label":"place of birth","rating":-1,"probability":0.09118209689364}]	[{"P361":"part of"}]	5	
142	2014-05-20 11:57:59	be663b38204c85990ba70c5b810bb86b	Q4044	[{"id":"P439","label":"German municipality key"},{"id":"P646","label":"Freebase identifier"},{"id":"P131","label":"is in the administrative-territorial entity"},{"id":"P132","label":"type of administrative entity"},{"id":"P94","label":"coat of arms image"},{"id":"P373","label":"Commons category"},{"id":"P227","label":"GND identifier"},{"id":"P625","label":"coordinate location"},{"id":"P17","label":"country"},{"id":"P998","label":"dmoz"},{"id":"P31","label":"instance of"},{"id":"P576","label":"date of dissolution"},{"id":"P982","label":"MusicBrainz area ID"}]	[{"id":"P910","label":"topic's main category","rating":1,"probability":0.084551879243615},{"id":"P214","label":"VIAF identifier","rating":-2,"probability":0.068272543338632},{"id":"P21","label":"sex or gender","rating":-1,"probability":0.055905227248028},{"id":"P18","label":"image","rating":1,"probability":0.052298603734622},{"id":"P41","label":"flag image","rating":1,"probability":0.046238253931127},{"id":"P281","label":"postal code","rating":1,"probability":0.044598346935042},{"id":"P571","label":"date of foundation or creation","rating":1,"probability":0.041802055081159}]	[{"P1082":"population"},{"P439":"German municipality key"}]	2	
143	2014-05-20 12:00:03	be663b38204c85990ba70c5b810bb86b	Q587	[{"id":"P646","label":"Freebase identifier"},{"id":"P508","label":"BNCF Thesaurus"},{"id":"P373","label":"Commons category"},{"id":"P227","label":"GND identifier"},{"id":"P837","label":"day in year for periodic occurrence"},{"id":"P31","label":"instance of"}]	[{"id":"P21","label":"sex or gender","rating":-1,"probability":0.13356083512772},{"id":"P214","label":"VIAF identifier","rating":-2,"probability":0.12080503380857},{"id":"P569","label":"date of birth","rating":0,"probability":0.096150386612862},{"id":"P17","label":"country","rating":-1,"probability":0.092824717448093},{"id":"P19","label":"place of birth","rating":0,"probability":0.079049062170088},{"id":"P244","label":"LCNAF identifier","rating":-2,"probability":0.072944335313514},{"id":"P625","label":"coordinate location","rating":-1,"probability":0.069285451667383}]	[{"P361":"part of"},{"P279":"subclass of"},{"P155":"preceded by"},{"P156":"succeeded by"},{"P580":"start date"}]	6	
144	2014-05-20 12:02:01	be663b38204c85990ba70c5b810bb86b	Q5334	[{"id":"P242","label":"locator map image"},{"id":"P721","label":"OKATO identifier"},{"id":"P131","label":"is in the administrative-territorial entity"},{"id":"P132","label":"type of administrative entity"},{"id":"P948","label":"Wikivoyage banner"},{"id":"P163","label":"flag"},{"id":"P237","label":"coat of arms"},{"id":"P910","label":"topic's main category"},{"id":"P94","label":"coat of arms image"},{"id":"P373","label":"Commons category"},{"id":"P646","label":"Freebase identifier"},{"id":"P421","label":"time zone"},{"id":"P625","label":"coordinate location"},{"id":"P901","label":"FIPS 10-4 (countries and regions)"},{"id":"P17","label":"country"},{"id":"P47","label":"shares border with"},{"id":"P31","label":"instance of"},{"id":"P36","label":"capital"},{"id":"P41","label":"flag image"},{"id":"P300","label":"ISO 3166-2"}]	[{"id":"P281","label":"postal code","rating":1,"probability":0.084028815414735},{"id":"P18","label":"image","rating":1,"probability":0.056370900221017},{"id":"P150","label":"contains administrative territorial entity","rating":1,"probability":0.052106893502389},{"id":"P6","label":"head of government","rating":1,"probability":0.042731023431474},{"id":"P473","label":"local dialing code","rating":1,"probability":0.041462962844593},{"id":"P856","label":"official website","rating":1,"probability":0.040642133750479},{"id":"P998","label":"dmoz","rating":1,"probability":0.03903448841498}]	[{"P1082":"population"},{"P37":"official language"},{"P361":"part of"},{"P279":"subclass of"}]	1	
145	2014-05-20 12:03:17	be663b38204c85990ba70c5b810bb86b	Q5587	[{"id":"P31","label":"instance of"},{"id":"P27","label":"country of citizenship"},{"id":"P106","label":"occupation"},{"id":"P21","label":"sex or gender"}]	[{"id":"P569","label":"date of birth","rating":1,"probability":0.35929050296545},{"id":"P19","label":"place of birth","rating":1,"probability":0.34784515760839},{"id":"P214","label":"VIAF identifier","rating":-2,"probability":0.29135907813907},{"id":"P646","label":"Freebase identifier","rating":1,"probability":0.25060274638236},{"id":"P20","label":"place of death","rating":1,"probability":0.19436372444034},{"id":"P227","label":"GND identifier","rating":-2,"probability":0.18568960297853},{"id":"P570","label":"date of death","rating":1,"probability":0.18259197473526}]	[{"P103":"native language"}]	1	
146	2014-05-20 12:04:33	be663b38204c85990ba70c5b810bb86b	Q31	[{"id":"P299","label":"ISO 3166-1 numeric"},{"id":"P298","label":"ISO 3166-1 alpha-3"},{"id":"P474","label":"country calling code"},{"id":"P237","label":"coat of arms"},{"id":"P373","label":"Commons category"},{"id":"P297","label":"ISO 3166-1 alpha-2"},{"id":"P625","label":"coordinate location"},{"id":"P214","label":"VIAF identifier"},{"id":"P150","label":"contains administrative territorial entity"},{"id":"P984","label":"IOC country code"},{"id":"P1151","label":"topic's main portal"},{"id":"P194","label":"legislative body"},{"id":"P982","label":"MusicBrainz area ID"},{"id":"P92","label":"main regulatory text"},{"id":"P94","label":"coat of arms image"},{"id":"P78","label":"top-level domain"},{"id":"P571","label":"date of foundation or creation"},{"id":"P38","label":"currency"},{"id":"P856","label":"official website"},{"id":"P17","label":"country"},{"id":"P349","label":"NDL identifier"},{"id":"P30","label":"continent"},{"id":"P31","label":"instance of"},{"id":"P36","label":"capital"},{"id":"P37","label":"official language"},{"id":"P35","label":"head of state"},{"id":"P402","label":"OpenStreetMap Relation ID"},{"id":"P6","label":"head of government"},{"id":"P646","label":"Freebase identifier"},{"id":"P910","label":"topic's main category"},{"id":"P421","label":"time zone"},{"id":"P463","label":"member of"},{"id":"P998","label":"dmoz"},{"id":"P610","label":"highest point"},{"id":"P208","label":"executive body"},{"id":"P209","label":"highest judicial authority"},{"id":"P242","label":"locator map image"},{"id":"P122","label":"basic form of government"},{"id":"P163","label":"flag"},{"id":"P268","label":"BnF identifier"},{"id":"P269","label":"SUDOC authorities"},{"id":"P85","label":"anthem"},{"id":"P227","label":"GND identifier"},{"id":"P948","label":"Wikivoyage banner"},{"id":"P901","label":"FIPS 10-4 (countries and regions)"},{"id":"P47","label":"shares border with"},{"id":"P41","label":"flag image"}]	[{"id":"P131","label":"is in the administrative-territorial entity","rating":1,"probability":0.1616998759773},{"id":"P132","label":"type of administrative entity","rating":0,"probability":0.12496553048293},{"id":"P244","label":"LCNAF identifier","rating":-2,"probability":0.061100567018904},{"id":"P18","label":"image","rating":1,"probability":0.056628549022751},{"id":"P21","label":"sex or gender","rating":-1,"probability":0.050853476437188},{"id":"P281","label":"postal code","rating":1,"probability":0.047902815636202},{"id":"P300","label":"ISO 3166-2","rating":1,"probability":0.045666917054101}]	[{"P1082":"population"}]	2	
147	2014-05-20 12:05:08	be663b38204c85990ba70c5b810bb86b	Q819	[{"id":"P299","label":"ISO 3166-1 numeric"},{"id":"P298","label":"ISO 3166-1 alpha-3"},{"id":"P474","label":"country calling code"},{"id":"P237","label":"coat of arms"},{"id":"P373","label":"Commons category"},{"id":"P297","label":"ISO 3166-1 alpha-2"},{"id":"P625","label":"coordinate location"},{"id":"P214","label":"VIAF identifier"},{"id":"P150","label":"contains administrative territorial entity"},{"id":"P984","label":"IOC country code"},{"id":"P982","label":"MusicBrainz area ID"},{"id":"P94","label":"coat of arms image"},{"id":"P78","label":"top-level domain"},{"id":"P38","label":"currency"},{"id":"P17","label":"country"},{"id":"P349","label":"NDL identifier"},{"id":"P30","label":"continent"},{"id":"P31","label":"instance of"},{"id":"P36","label":"capital"},{"id":"P37","label":"official language"},{"id":"P35","label":"head of state"},{"id":"P6","label":"head of government"},{"id":"P646","label":"Freebase identifier"},{"id":"P910","label":"topic's main category"},{"id":"P463","label":"member of"},{"id":"P242","label":"locator map image"},{"id":"P163","label":"flag"},{"id":"P85","label":"anthem"},{"id":"P227","label":"GND identifier"},{"id":"P948","label":"Wikivoyage banner"},{"id":"P901","label":"FIPS 10-4 (countries and regions)"},{"id":"P47","label":"shares border with"},{"id":"P41","label":"flag image"}]	[{"id":"P131","label":"is in the administrative-territorial entity","rating":1,"probability":0.16440141656382},{"id":"P132","label":"type of administrative entity","rating":1,"probability":0.12625652647328},{"id":"P998","label":"dmoz","rating":1,"probability":0.12074548878277},{"id":"P421","label":"time zone","rating":1,"probability":0.0927404876648},{"id":"P18","label":"image","rating":1,"probability":0.053234701709022},{"id":"P856","label":"official website","rating":1,"probability":0.050965868766443},{"id":"P194","label":"legislative body","rating":1,"probability":0.050486179793482}]	[{"P1082":"population"},{"P122":"basic form of government"}]	1	
148	2014-05-20 12:52:12	be663b38204c85990ba70c5b810bb86b	Q1441	[{"id":"P18","label":"image"},{"id":"P580","label":"start date"},{"id":"P31","label":"instance of"},{"id":"P582","label":"end date"},{"id":"P17","label":"country"}]	[{"id":"P646","label":"Freebase identifier","rating":0,"probability":0.39928539246321},{"id":"P373","label":"Commons category","rating":0,"probability":0.2655827999115},{"id":"P131","label":"is in the administrative-territorial entity","rating":-1,"probability":0.22125363945961},{"id":"P625","label":"coordinate location","rating":0,"probability":0.22056177556515},{"id":"P361","label":"part of","rating":1,"probability":0.15747576765716},{"id":"P21","label":"sex or gender","rating":-1,"probability":0.10681453627185},{"id":"P766","label":"event location","rating":0,"probability":0.10207730814}]	[{"P710":"participant"}]	4	
149	2014-05-20 12:53:32	be663b38204c85990ba70c5b810bb86b	Q763	[{"id":"P299","label":"ISO 3166-1 numeric"},{"id":"P298","label":"ISO 3166-1 alpha-3"},{"id":"P237","label":"coat of arms"},{"id":"P373","label":"Commons category"},{"id":"P297","label":"ISO 3166-1 alpha-2"},{"id":"P625","label":"coordinate location"},{"id":"P214","label":"VIAF identifier"},{"id":"P150","label":"contains administrative territorial entity"},{"id":"P984","label":"IOC country code"},{"id":"P1151","label":"topic's main portal"},{"id":"P131","label":"is in the administrative-territorial entity"},{"id":"P94","label":"coat of arms image"},{"id":"P78","label":"top-level domain"},{"id":"P38","label":"currency"},{"id":"P17","label":"country"},{"id":"P349","label":"NDL identifier"},{"id":"P30","label":"continent"},{"id":"P31","label":"instance of"},{"id":"P36","label":"capital"},{"id":"P37","label":"official language"},{"id":"P35","label":"head of state"},{"id":"P6","label":"head of government"},{"id":"P646","label":"Freebase identifier"},{"id":"P910","label":"topic's main category"},{"id":"P463","label":"member of"},{"id":"P998","label":"dmoz"},{"id":"P242","label":"locator map image"},{"id":"P122","label":"basic form of government"},{"id":"P163","label":"flag"},{"id":"P85","label":"anthem"},{"id":"P948","label":"Wikivoyage banner"},{"id":"P901","label":"FIPS 10-4 (countries and regions)"},{"id":"P41","label":"flag image"}]	[{"id":"P47","label":"shares border with","rating":1,"probability":0.16399976672356},{"id":"P982","label":"MusicBrainz area ID","rating":-2,"probability":0.16322880852686},{"id":"P132","label":"type of administrative entity","rating":0,"probability":0.15682867666755},{"id":"P227","label":"GND identifier","rating":-2,"probability":0.14265097779671},{"id":"P474","label":"country calling code","rating":1,"probability":0.12533213844784},{"id":"P421","label":"time zone","rating":1,"probability":0.11661479168909},{"id":"P194","label":"legislative body","rating":1,"probability":0.070970300425964}]	[{"P1082":"population"},{"P37":"official language"},{"P856":"official website"},{"P122":"basic form of government"}]	2	
150	2014-05-20 12:54:11	be663b38204c85990ba70c5b810bb86b	Q235	[{"id":"P299","label":"ISO 3166-1 numeric"},{"id":"P298","label":"ISO 3166-1 alpha-3"},{"id":"P417","label":"patron saint"},{"id":"P474","label":"country calling code"},{"id":"P237","label":"coat of arms"},{"id":"P373","label":"Commons category"},{"id":"P297","label":"ISO 3166-1 alpha-2"},{"id":"P625","label":"coordinate location"},{"id":"P214","label":"VIAF identifier"},{"id":"P150","label":"contains administrative territorial entity"},{"id":"P984","label":"IOC country code"},{"id":"P1151","label":"topic's main portal"},{"id":"P194","label":"legislative body"},{"id":"P982","label":"MusicBrainz area ID"},{"id":"P94","label":"coat of arms image"},{"id":"P78","label":"top-level domain"},{"id":"P571","label":"date of foundation or creation"},{"id":"P38","label":"currency"},{"id":"P17","label":"country"},{"id":"P349","label":"NDL identifier"},{"id":"P30","label":"continent"},{"id":"P31","label":"instance of"},{"id":"P36","label":"capital"},{"id":"P37","label":"official language"},{"id":"P35","label":"head of state"},{"id":"P402","label":"OpenStreetMap Relation ID"},{"id":"P646","label":"Freebase identifier"},{"id":"P501","label":"enclave within"},{"id":"P910","label":"topic's main category"},{"id":"P421","label":"time zone"},{"id":"P463","label":"member of"},{"id":"P998","label":"dmoz"},{"id":"P281","label":"postal code"},{"id":"P242","label":"locator map image"},{"id":"P122","label":"basic form of government"},{"id":"P163","label":"flag"},{"id":"P85","label":"anthem"},{"id":"P227","label":"GND identifier"},{"id":"P948","label":"Wikivoyage banner"},{"id":"P901","label":"FIPS 10-4 (countries and regions)"},{"id":"P47","label":"shares border with"},{"id":"P41","label":"flag image"}]	[{"id":"P131","label":"is in the administrative-territorial entity","rating":0,"probability":0.26140556179107},{"id":"P132","label":"type of administrative entity","rating":0,"probability":0.1911835754055},{"id":"P6","label":"head of government","rating":1,"probability":0.12228973541012},{"id":"P18","label":"image","rating":1,"probability":0.082020547966209},{"id":"P856","label":"official website","rating":1,"probability":0.076058491202373},{"id":"P300","label":"ISO 3166-2","rating":1,"probability":0.06525806355179},{"id":"P244","label":"LCNAF identifier","rating":-2,"probability":0.060802072359759}]	[{"P1082":"population"}]	2	
151	2014-05-20 12:55:18	Eloy	Q235	[{"id":"P299","label":"ISO 3166-1 numeric"},{"id":"P298","label":"ISO 3166-1 alpha-3"},{"id":"P417","label":"patron saint"},{"id":"P474","label":"country calling code"},{"id":"P237","label":"coat of arms"},{"id":"P373","label":"Commons category"},{"id":"P297","label":"ISO 3166-1 alpha-2"},{"id":"P625","label":"coordinate location"},{"id":"P214","label":"VIAF identifier"},{"id":"P150","label":"contains administrative territorial entity"},{"id":"P984","label":"IOC country code"},{"id":"P1151","label":"topic's main portal"},{"id":"P194","label":"legislative body"},{"id":"P982","label":"MusicBrainz area ID"},{"id":"P94","label":"coat of arms image"},{"id":"P78","label":"top-level domain"},{"id":"P571","label":"date of foundation or creation"},{"id":"P38","label":"currency"},{"id":"P17","label":"country"},{"id":"P349","label":"NDL identifier"},{"id":"P30","label":"continent"},{"id":"P31","label":"instance of"},{"id":"P36","label":"capital"},{"id":"P37","label":"official language"},{"id":"P35","label":"head of state"},{"id":"P402","label":"OpenStreetMap Relation ID"},{"id":"P646","label":"Freebase identifier"},{"id":"P501","label":"enclave within"},{"id":"P910","label":"topic's main category"},{"id":"P421","label":"time zone"},{"id":"P463","label":"member of"},{"id":"P998","label":"dmoz"},{"id":"P281","label":"postal code"},{"id":"P242","label":"locator map image"},{"id":"P122","label":"basic form of government"},{"id":"P163","label":"flag"},{"id":"P85","label":"anthem"},{"id":"P227","label":"GND identifier"},{"id":"P948","label":"Wikivoyage banner"},{"id":"P901","label":"FIPS 10-4 (countries and regions)"},{"id":"P47","label":"shares border with"},{"id":"P41","label":"flag image"}]	[{"id":"P131","label":"is in the administrative-territorial entity","rating":0,"probability":0.26140556179107},{"id":"P132","label":"type of administrative entity","rating":0,"probability":0.1911835754055},{"id":"P6","label":"head of government","rating":1,"probability":0.12228973541012},{"id":"P18","label":"image","rating":1,"probability":0.082020547966209},{"id":"P856","label":"official website","rating":1,"probability":0.076058491202373},{"id":"P300","label":"ISO 3166-2","rating":1,"probability":0.06525806355179},{"id":"P244","label":"LCNAF identifier","rating":-2,"probability":0.060802072359759}]	[{"P1082":"population"}]	2	
152	2014-05-20 14:03:42	5ac9057f158614d635502b9895a10785	Q5080	[{"id":"P646","label":"Freebase identifier"},{"id":"P21","label":"sex or gender"},{"id":"P569","label":"date of birth"},{"id":"P31","label":"instance of"},{"id":"P570","label":"date of death"},{"id":"P40","label":"child"}]	[{"id":"P19","label":"place of birth","rating":1,"probability":0.18244095679838},{"id":"P214","label":"VIAF identifier","rating":1,"probability":0.16670506717637},{"id":"P27","label":"country of citizenship","rating":0,"probability":0.1335893971147},{"id":"P20","label":"place of death","rating":1,"probability":0.12774000912905},{"id":"P373","label":"Commons category","rating":-2,"probability":0.11611744984984},{"id":"P106","label":"occupation","rating":-2,"probability":0.11584638990462},{"id":"P227","label":"GND identifier","rating":-2,"probability":0.10690472014248}]	[]	4	
153	2014-05-20 14:04:07	5ac9057f158614d635502b9895a10785	Q3153	[{"id":"P646","label":"Freebase identifier"},{"id":"P244","label":"LCNAF identifier"},{"id":"P349","label":"NDL identifier"},{"id":"P106","label":"occupation"},{"id":"P373","label":"Commons category"},{"id":"P166","label":"award received"},{"id":"P21","label":"sex or gender"},{"id":"P214","label":"VIAF identifier"},{"id":"P569","label":"date of birth"},{"id":"P18","label":"image"},{"id":"P31","label":"instance of"}]	[{"id":"P19","label":"place of birth","rating":1,"probability":0.14538327050589},{"id":"P27","label":"country of citizenship","rating":1,"probability":"0.11618955733138137"},{"id":"P227","label":"GND identifier","rating":0,"probability":0.11528983386233},{"id":"P570","label":"date of death","rating":-2,"probability":0.10176480033745},{"id":"P213","label":"ISNI (ISO 27729)","rating":-2,"probability":0.093056823641139},{"id":"P20","label":"place of death","rating":-2,"probability":0.08646536214898},{"id":"P268","label":"BnF identifier","rating":-2,"probability":0.0735979876481}]	[]		
154	2014-05-20 14:04:39	5ac9057f158614d635502b9895a10785	Q5764	[{"id":"P646","label":"Freebase identifier"},{"id":"P948","label":"Wikivoyage banner"},{"id":"P910","label":"topic's main category"},{"id":"P373","label":"Commons category"},{"id":"P227","label":"GND identifier"},{"id":"P625","label":"coordinate location"},{"id":"P214","label":"VIAF identifier"},{"id":"P17","label":"country"},{"id":"P18","label":"image"},{"id":"P998","label":"dmoz"},{"id":"P31","label":"instance of"}]	[{"id":"P131","label":"is in the administrative-territorial entity","rating":1,"probability":0.19350596706328},{"id":"P21","label":"sex or gender","rating":-1,"probability":0.14716116509825},{"id":"P569","label":"date of birth","rating":-1,"probability":0.10032189342104},{"id":"P19","label":"place of birth","rating":-1,"probability":0.090518120735343},{"id":"P244","label":"LCNAF identifier","rating":1,"probability":0.079300996837179},{"id":"P27","label":"country of citizenship","rating":-1,"probability":0.072419968971243},{"id":"P132","label":"type of administrative entity","rating":0,"probability":0.065533871721367}]	[]		
155	2014-05-20 14:19:49	1f4fb009ab72be9a10affa4c0b42cf52	Q1162	[{"id":"P214","label":"VIAF identifier"},{"id":"P646","label":"Freebase identifier"},{"id":"P131","label":"is in the administrative-territorial entity"},{"id":"P132","label":"type of administrative entity"},{"id":"P910","label":"topic's main category"},{"id":"P373","label":"Commons category"},{"id":"P227","label":"GND identifier"},{"id":"P625","label":"coordinate location"},{"id":"P901","label":"FIPS 10-4 (countries and regions)"},{"id":"P856","label":"official website"},{"id":"P17","label":"country"},{"id":"P47","label":"shares border with"},{"id":"P998","label":"dmoz"},{"id":"P31","label":"instance of"},{"id":"P300","label":"ISO 3166-2"}]	[{"id":"P21","label":"sex or gender","rating":-1,"probability":0.086531548325621},{"id":"P18","label":"image","rating":1,"probability":0.060566678785512},{"id":"P569","label":"date of birth","rating":-1,"probability":0.056814857084124},{"id":"P421","label":"time zone","rating":1,"probability":0.054903400378593},{"id":"P242","label":"locator map image","rating":1,"probability":0.052376541016673},{"id":"P19","label":"place of birth","rating":-1,"probability":0.051642241849617},{"id":"P244","label":"LCNAF identifier","rating":-2,"probability":0.051044947232758}]	[]	2	
156	2014-05-20 14:23:10	Val	Q2098	[{"id":"P646","label":"Freebase identifier"},{"id":"P244","label":"LCNAF identifier"},{"id":"P268","label":"BnF identifier"},{"id":"P910","label":"topic's main category"},{"id":"P434","label":"MusicBrainz artist ID"},{"id":"P373","label":"Commons category"},{"id":"P227","label":"GND identifier"},{"id":"P21","label":"sex or gender"},{"id":"P214","label":"VIAF identifier"},{"id":"P569","label":"date of birth"},{"id":"P19","label":"place of birth"},{"id":"P18","label":"image"},{"id":"P691","label":"NKC identifier"},{"id":"P31","label":"instance of"},{"id":"P570","label":"date of death"},{"id":"P20","label":"place of death"}]	[{"id":"P27","label":"country of citizenship","rating":1,"probability":0.13882098306931},{"id":"P213","label":"ISNI (ISO 27729)","rating":-2,"probability":0.12632425866468},{"id":"P106","label":"occupation","rating":1,"probability":0.097574571467703},{"id":"P269","label":"SUDOC authorities","rating":-2,"probability":0.059199181079748},{"id":"P625","label":"coordinate location","rating":1,"probability":0.03608917927977},{"id":"P345","label":"IMDb identifier","rating":1,"probability":0.035604149685241},{"id":"P17","label":"country","rating":1,"probability":0.035457460549878}]	[]	1	
157	2014-05-20 15:19:08	5ac9057f158614d635502b9895a10785	Q1633	[{"id":"P646","label":"Freebase identifier"},{"id":"P131","label":"is in the administrative-territorial entity"},{"id":"P132","label":"type of administrative entity"},{"id":"P373","label":"Commons category"},{"id":"P625","label":"coordinate location"},{"id":"P17","label":"country"},{"id":"P31","label":"instance of"}]	[{"id":"P442","label":"China administrative division code","rating":-1,"probability":0.084445769009604},{"id":"P569","label":"date of birth","rating":-1,"probability":0.055521685763489},{"id":"P18","label":"image","rating":1,"probability":"0.047898572869598866"},{"id":"P21","label":"sex or gender","rating":-1,"probability":0.045394722957016},{"id":"P50","label":"author","rating":-1,"probability":0.038413901980138},{"id":"P374","label":"INSEE municipality code","rating":0,"probability":0.03596975243735},{"id":"P281","label":"postal code","rating":1,"probability":0.034833263944496}]	[]		
